No,Branch_Code,Original_Name,Name,Name2,Generation,Type1,Type2,Ability1,Ability2,Ability_Hidden,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,image_url
774,774_5,Minior,Minior Blue Core,,7,Rock,Flying,Shields Down,,,Ordinary,,,60,100,60,100,60,120,500,https://img.pokemondb.net/artwork/large/minior-blue-core.jpg
774,774_6,Minior,Minior Indigo Core,,7,Rock,Flying,Shields Down,,,Ordinary,,,60,100,60,100,60,120,500,https://img.pokemondb.net/artwork/large/minior-indigo-core.jpg
774,774_7,Minior,Minior Purple Core,,7,Rock,Flying,Shields Down,,,Ordinary,,,60,100,60,100,60,120,500,https://img.pokemondb.net/artwork/large/minior-purple-core.jpg
775,775_0,Komala,Komala,,7,Normal,,Comatose,,,Ordinary,,,65,115,65,75,95,65,480,https://img.pokemondb.net/artwork/large/komala.jpg
776,776_0,Turtonator,Turtonator,,7,Fire,Dragon,Shell Armor,,,Ordinary,,,60,78,135,91,85,36,485,https://img.pokemondb.net/artwork/large/turtonator.jpg
777,777_0,Togedemaru,Togedemaru,,7,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Ordinary,,,65,98,63,40,73,96,435,https://img.pokemondb.net/artwork/large/togedemaru.jpg
778,778_0,Mimikyu,Mimikyu,,7,Ghost,Fairy,Disguise,,,Ordinary,,,55,90,80,50,105,96,476,https://img.pokemondb.net/artwork/large/mimikyu.jpg
779,779_0,Bruxish,Bruxish,,7,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Ordinary,,,68,105,70,70,70,92,475,https://img.pokemondb.net/artwork/large/bruxish.jpg
780,780_0,Drampa,Drampa,,7,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,Ordinary,,,78,60,85,135,91,36,485,https://img.pokemondb.net/artwork/large/drampa.jpg
781,781_0,Dhelmise,Dhelmise,,7,Ghost,Grass,Steelworker,,,Ordinary,,,70,131,100,86,90,40,517,https://img.pokemondb.net/artwork/large/dhelmise.jpg
782,782_0,Jangmo-o,Jangmo-o,,7,Dragon,,Bulletproof,Soundproof,Overcoat,Ordinary,,,45,55,65,45,45,45,300,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
783,783_0,Hakamo-o,Hakamo-o,,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Ordinary,,,55,75,90,65,70,65,420,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
784,784_0,Kommo-o,Kommo-o,,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Ordinary,,,75,110,125,100,105,85,600,https://img.pokemondb.net/artwork/large/kommo-o.jpg
785,785_0,Tapu Koko,Tapu Koko,,7,Electric,Fairy,Electric Surge,,Telepathy,Legendary,,,70,115,85,95,75,130,570,https://img.pokemondb.net/artwork/large/tapu-koko.jpg
786,786_0,Tapu Lele,Tapu Lele,,7,Psychic,Fairy,Psychic Surge,,Telepathy,Legendary,,,70,85,75,130,115,95,570,https://img.pokemondb.net/artwork/large/tapu-lele.jpg
787,787_0,Tapu Bulu,Tapu Bulu,,7,Grass,Fairy,Grassy Surge,,Telepathy,Legendary,,,70,130,115,85,95,75,570,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg
788,788_0,Tapu Fini,Tapu Fini,,7,Water,Fairy,Misty Surge,,Telepathy,Legendary,,,70,75,115,95,130,85,570,https://img.pokemondb.net/artwork/large/tapu-fini.jpg
789,789_0,Cosmog,Cosmog,,7,Psychic,,Unaware,,,Legendary,,,43,29,31,29,31,37,200,https://img.pokemondb.net/artwork/large/cosmog.jpg
790,790_0,Cosmoem,Cosmoem,,7,Psychic,,Sturdy,,,Legendary,,,43,29,131,29,131,37,400,https://img.pokemondb.net/artwork/large/cosmoem.jpg
791,791_0,Solgaleo,Solgaleo,,7,Psychic,Steel,Full Metal Body,,,Legendary,,,137,137,107,113,89,97,680,https://img.pokemondb.net/artwork/large/solgaleo.jpg
792,792_0,Lunala,Lunala,,7,Psychic,Ghost,Shadow Shield,,,Legendary,,,137,113,89,137,107,97,680,https://img.pokemondb.net/artwork/large/lunala.jpg
793,793_0,Nihilego,Nihilego,,7,Rock,Poison,Beast Boost,,,Ultra Beast,,,109,53,47,127,131,103,570,https://img.pokemondb.net/artwork/large/nihilego.jpg
794,794_0,Buzzwole,Buzzwole,,7,Bug,Fighting,Beast Boost,,,Ultra Beast,,,107,139,139,53,53,79,570,https://img.pokemondb.net/artwork/large/buzzwole.jpg
795,795_0,Pheromosa,Pheromosa,,7,Bug,Fighting,Beast Boost,,,Ultra Beast,,,71,137,37,137,37,151,570,https://img.pokemondb.net/artwork/large/pheromosa.jpg
796,796_0,Xurkitree,Xurkitree,,7,Electric,,Beast Boost,,,Ultra Beast,,,83,89,71,173,71,83,570,https://img.pokemondb.net/artwork/large/xurkitree.jpg
797,797_0,Celesteela,Celesteela,,7,Steel,Flying,Beast Boost,,,Ultra Beast,,,97,101,103,107,101,61,570,https://img.pokemondb.net/artwork/large/celesteela.jpg
798,798_0,Kartana,Kartana,,7,Grass,Steel,Beast Boost,,,Ultra Beast,,,59,181,131,59,31,109,570,https://img.pokemondb.net/artwork/large/kartana.jpg
799,799_0,Guzzlord,Guzzlord,,7,Dark,Dragon,Beast Boost,,,Ultra Beast,,,223,101,53,97,53,43,570,https://img.pokemondb.net/artwork/large/guzzlord.jpg
800,800_0,Necrozma,Necrozma,,7,Psychic,,Prism Armor,,,Legendary,,,97,107,101,127,89,79,600,https://img.pokemondb.net/artwork/large/necrozma.jpg
800,800_1,Necrozma,Dusk Mane Necrozma,,7,Psychic,Steel,Prism Armor,,,Legendary,,,97,157,127,113,109,77,680,https://img.pokemondb.net/artwork/large/dusk-mane-necrozma.jpg
800,800_2,Necrozma,Dawn Wings Necrozma,,7,Psychic,Ghost,Prism Armor,,,Legendary,,,97,113,109,157,127,77,680,https://img.pokemondb.net/artwork/large/dawn-wings-necrozma.jpg
800,800_3,Necrozma,Ultra Necrozma,,7,Psychic,Dragon,Neuroforce,,,Legendary,,,97,167,97,167,97,129,754,https://img.pokemondb.net/artwork/large/ultra-necrozma.jpg
801,801_0,Magearna,Magearna,,7,Steel,Fairy,Soul-Heart,,,Mythical,,,80,95,115,130,115,65,600,https://img.pokemondb.net/artwork/large/magearna.jpg
802,802_0,Marshadow,Marshadow,,7,Fighting,Ghost,Technician,,,Mythical,,,90,125,80,90,90,125,600,https://img.pokemondb.net/artwork/large/marshadow.jpg
803,803_0,Poipole,Poipole,,7,Poison,,Beast Boost,,,Ultra Beast,,,67,73,67,73,67,73,420,https://img.pokemondb.net/artwork/large/poipole.jpg
804,804_0,Naganadel,Naganadel,,7,Poison,Dragon,Beast Boost,,,Ultra Beast,,,73,73,73,127,73,121,540,https://img.pokemondb.net/artwork/large/naganadel.jpg
805,805_0,Stakataka,Stakataka,,7,Rock,Steel,Beast Boost,,,Ultra Beast,,,61,131,211,53,101,13,570,https://img.pokemondb.net/artwork/large/stakataka.jpg
806,806_0,Blacephalon,Blacephalon,,7,Fire,Ghost,Beast Boost,,,Ultra Beast,,,53,127,53,151,79,107,570,https://img.pokemondb.net/artwork/large/blacephalon.jpg
807,807_0,Zeraora,Zeraora,,7,Electric,,Volt Absorb,,,Mythical,,,88,112,75,102,80,143,600,https://img.pokemondb.net/artwork/large/zeraora.jpg
808,808_0,Meltan,Meltan,,7,Steel,,Magnet Pull,,,Mythical,,,46,65,65,55,35,34,300,https://img.pokemondb.net/artwork/large/meltan.jpg
809,809_0,Melmetal,Melmetal,,7,Steel,,Iron Fist,,,Mythical,,,135,143,143,80,65,34,600,https://img.pokemondb.net/artwork/large/melmetal.jpg
810,810_0,Grookey,Grookey,,8,Grass,,Overgrow,,Grassy Surge,Ordinary,,,50,65,50,40,40,65,310,https://img.pokemondb.net/artwork/large/grookey.jpg
811,811_0,Thwackey,Thwackey,,8,Grass,,Overgrow,,Grassy Surge,Ordinary,,,70,85,70,55,60,80,420,https://img.pokemondb.net/artwork/large/thwackey.jpg
812,812_0,Rillaboom,Rillaboom,,8,Grass,,Overgrow,,Grassy Surge,Ordinary,,,100,125,90,60,70,85,530,https://img.pokemondb.net/artwork/large/rillaboom.jpg
813,813_0,Scorbunny,Scorbunny,,8,Fire,,Blaze,,Libero,Ordinary,,,50,71,40,40,40,69,310,https://img.pokemondb.net/artwork/large/scorbunny.jpg
814,814_0,Raboot,Raboot,,8,Fire,,Blaze,,Libero,Ordinary,,,65,86,60,55,60,94,420,https://img.pokemondb.net/artwork/large/raboot.jpg
815,815_0,Cinderace,Cinderace,,8,Fire,,Blaze,,Libero,Ordinary,,,80,116,75,65,75,119,530,https://img.pokemondb.net/artwork/large/cinderace.jpg
816,816_0,Sobble,Sobble,,8,Water,,Torrent,,Sniper,Ordinary,,,50,40,40,70,40,70,310,https://img.pokemondb.net/artwork/large/sobble.jpg
817,817_0,Drizzile,Drizzile,,8,Water,,Torrent,,Sniper,Ordinary,,,65,60,55,95,55,90,420,https://img.pokemondb.net/artwork/large/drizzile.jpg
818,818_0,Inteleon,Inteleon,,8,Water,,Torrent,,Sniper,Ordinary,,,70,85,65,125,65,120,530,https://img.pokemondb.net/artwork/large/inteleon.jpg
819,819_0,Skwovet,Skwovet,,8,Normal,,Cheek Pouch,,Gluttony,Ordinary,,,70,55,55,35,35,25,275,https://img.pokemondb.net/artwork/large/skwovet.jpg
820,820_0,Greedent,Greedent,,8,Normal,,Cheek Pouch,,Gluttony,Ordinary,,,120,95,95,55,75,20,460,https://img.pokemondb.net/artwork/large/greedent.jpg
821,821_0,Rookidee,Rookidee,,8,Flying,,Keen Eye,Unnerve,Big Pecks,Ordinary,,,38,47,35,33,35,57,245,https://img.pokemondb.net/artwork/large/rookidee.jpg
822,822_0,Corvisquire,Corvisquire,,8,Flying,,Keen Eye,Unnerve,Big Pecks,Ordinary,,,68,67,55,43,55,77,365,https://img.pokemondb.net/artwork/large/corvisquire.jpg
823,823_0,Corviknight,Corviknight,,8,Flying,Steel,Pressure,Unnerve,Mirror Armor,Ordinary,,,98,87,105,53,85,67,495,https://img.pokemondb.net/artwork/large/corviknight.jpg
824,824_0,Blipbug,Blipbug,,8,Bug,,Swarm,Compound Eyes,Telepathy,Ordinary,,,25,20,20,25,45,45,180,https://img.pokemondb.net/artwork/large/blipbug.jpg
825,825_0,Dottler,Dottler,,8,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Ordinary,,,50,35,80,50,90,30,335,https://img.pokemondb.net/artwork/large/dottler.jpg
826,826_0,Orbeetle,Orbeetle,,8,Bug,Psychic,Swarm,Frisk,Telepathy,Ordinary,,,60,45,110,80,120,90,505,https://img.pokemondb.net/artwork/large/orbeetle.jpg
827,827_0,Nickit,Nickit,,8,Dark,,Run Away,Unburden,Stakeout,Ordinary,,,40,28,28,47,52,50,245,https://img.pokemondb.net/artwork/large/nickit.jpg
828,828_0,Thievul,Thievul,,8,Dark,,Run Away,Unburden,Stakeout,Ordinary,,,70,58,58,87,92,90,455,https://img.pokemondb.net/artwork/large/thievul.jpg
829,829_0,Gossifleur,Gossifleur,,8,Grass,,Cotton Down,Regenerator,Effect Spore,Ordinary,,,40,40,60,40,60,10,250,https://img.pokemondb.net/artwork/large/gossifleur.jpg
830,830_0,Eldegoss,Eldegoss,,8,Grass,,Cotton Down,Regenerator,Effect Spore,Ordinary,,,60,50,90,80,120,60,460,https://img.pokemondb.net/artwork/large/eldegoss.jpg
831,831_0,Wooloo,Wooloo,,8,Normal,,Fluffy,Run Away,Bulletproof,Ordinary,,,42,40,55,40,45,48,270,https://img.pokemondb.net/artwork/large/wooloo.jpg
832,832_0,Dubwool,Dubwool,,8,Normal,,Fluffy,Steadfast,Bulletproof,Ordinary,,,72,80,100,60,90,88,490,https://img.pokemondb.net/artwork/large/dubwool.jpg
833,833_0,Chewtle,Chewtle,,8,Water,,Strong Jaw,Shell Armor,Swift Swim,Ordinary,,,50,64,50,38,38,44,284,https://img.pokemondb.net/artwork/large/chewtle.jpg
834,834_0,Drednaw,Drednaw,,8,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Ordinary,,,90,115,90,48,68,74,485,https://img.pokemondb.net/artwork/large/drednaw.jpg
835,835_0,Yamper,Yamper,,8,Electric,,Ball Fetch,,Rattled,Ordinary,,,59,45,50,40,50,26,270,https://img.pokemondb.net/artwork/large/yamper.jpg
836,836_0,Boltund,Boltund,,8,Electric,,Strong Jaw,,Competitive,Ordinary,,,69,90,60,90,60,121,490,https://img.pokemondb.net/artwork/large/boltund.jpg
837,837_0,Rolycoly,Rolycoly,,8,Rock,,Steam Engine,Heatproof,Flash Fire,Ordinary,,,30,40,50,40,50,30,240,https://img.pokemondb.net/artwork/large/rolycoly.jpg
838,838_0,Carkol,Carkol,,8,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Ordinary,,,80,60,90,60,70,50,410,https://img.pokemondb.net/artwork/large/carkol.jpg
839,839_0,Coalossal,Coalossal,,8,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Ordinary,,,110,80,120,80,90,30,510,https://img.pokemondb.net/artwork/large/coalossal.jpg
840,840_0,Applin,Applin,,8,Grass,Dragon,Ripen,Gluttony,Bulletproof,Ordinary,,,40,40,80,40,40,20,260,https://img.pokemondb.net/artwork/large/applin.jpg
841,841_0,Flapple,Flapple,,8,Grass,Dragon,Ripen,Gluttony,Hustle,Ordinary,,,70,110,80,95,60,70,485,https://img.pokemondb.net/artwork/large/flapple.jpg
842,842_0,Appletun,Appletun,,8,Grass,Dragon,Ripen,Gluttony,Thick Fat,Ordinary,,,110,85,80,100,80,30,485,https://img.pokemondb.net/artwork/large/appletun.jpg
843,843_0,Silicobra,Silicobra,,8,Ground,,Sand Spit,Shed Skin,Sand Veil,Ordinary,,,52,57,75,35,50,46,315,https://img.pokemondb.net/artwork/large/silicobra.jpg
844,844_0,Sandaconda,Sandaconda,,8,Ground,,Sand Spit,Shed Skin,Sand Veil,Ordinary,,,72,107,125,65,70,71,510,https://img.pokemondb.net/artwork/large/sandaconda.jpg
845,845_0,Cramorant,Cramorant,,8,Flying,Water,Gulp Missile,,,Ordinary,,,70,85,55,85,95,85,475,https://img.pokemondb.net/artwork/large/cramorant.jpg
846,846_0,Arrokuda,Arrokuda,,8,Water,,Swift Swim,,Propeller Tail,Ordinary,,,41,63,40,40,30,66,280,https://img.pokemondb.net/artwork/large/arrokuda.jpg
847,847_0,Barraskewda,Barraskewda,,8,Water,,Swift Swim,,Propeller Tail,Ordinary,,,61,123,60,60,50,136,490,https://img.pokemondb.net/artwork/large/barraskewda.jpg
848,848_0,Toxel,Toxel,,8,Electric,Poison,Rattled,Static,Klutz,Ordinary,,,40,38,35,54,35,40,242,https://img.pokemondb.net/artwork/large/toxel.jpg
849,849_0,Toxtricity,Toxtricity Amped Form,,8,Electric,Poison,Punk Rock,Plus,Technician,Ordinary,,,75,98,70,114,70,75,502,https://img.pokemondb.net/artwork/large/toxtricity-amped-form.jpg
849,849_1,Toxtricity,Toxtricity Low-Key Form,,8,Electric,Poison,Punk Rock,Minus,Technician,Ordinary,,,75,98,70,114,70,75,502,https://img.pokemondb.net/artwork/large/toxtricity-low-key-form.jpg
850,850_0,Sizzlipede,Sizzlipede,,8,Fire,Bug,Flash Fire,White Smoke,Flame Body,Ordinary,,,50,65,45,50,50,45,305,https://img.pokemondb.net/artwork/large/sizzlipede.jpg
851,851_0,Centiskorch,Centiskorch,,8,Fire,Bug,Flash Fire,White Smoke,Flame Body,Ordinary,,,100,115,65,90,90,65,525,https://img.pokemondb.net/artwork/large/centiskorch.jpg
852,852_0,Clobbopus,Clobbopus,,8,Fighting,,Limber,,Technician,Ordinary,,,50,68,60,50,50,32,310,https://img.pokemondb.net/artwork/large/clobbopus.jpg
853,853_0,Grapploct,Grapploct,,8,Fighting,,Limber,,Technician,Ordinary,,,80,118,90,70,80,42,480,https://img.pokemondb.net/artwork/large/grapploct.jpg
854,854_0,Sinistea,Sinistea,,8,Ghost,,Weak Armor,,Cursed Body,Ordinary,,,40,45,45,74,54,50,308,https://img.pokemondb.net/artwork/large/sinistea.jpg
855,855_0,Polteageist,Polteageist,,8,Ghost,,Weak Armor,,Cursed Body,Ordinary,,,60,65,65,134,114,70,508,https://img.pokemondb.net/artwork/large/polteageist.jpg
856,856_0,Hatenna,Hatenna,,8,Psychic,,Healer,Anticipation,Magic Bounce,Ordinary,,,42,30,45,56,53,39,265,https://img.pokemondb.net/artwork/large/hatenna.jpg
857,857_0,Hattrem,Hattrem,,8,Psychic,,Healer,Anticipation,Magic Bounce,Ordinary,,,57,40,65,86,73,49,370,https://img.pokemondb.net/artwork/large/hattrem.jpg
858,858_0,Hatterene,Hatterene,,8,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Ordinary,,,57,90,95,136,103,29,510,https://img.pokemondb.net/artwork/large/hatterene.jpg
859,859_0,Impidimp,Impidimp,,8,Dark,Fairy,Prankster,Frisk,Pickpocket,Ordinary,,,45,45,30,55,40,50,265,https://img.pokemondb.net/artwork/large/impidimp.jpg
860,860_0,Morgrem,Morgrem,,8,Dark,Fairy,Prankster,Frisk,Pickpocket,Ordinary,,,65,60,45,75,55,70,370,https://img.pokemondb.net/artwork/large/morgrem.jpg
861,861_0,Grimmsnarl,Grimmsnarl,,8,Dark,Fairy,Prankster,Frisk,Pickpocket,Ordinary,,,95,120,65,95,75,60,510,https://img.pokemondb.net/artwork/large/grimmsnarl.jpg
862,862_0,Obstagoon,Obstagoon,,8,Dark,Normal,Reckless,Guts,Defiant,Ordinary,,,93,90,101,60,81,95,520,https://img.pokemondb.net/artwork/large/obstagoon.jpg
863,863_0,Perrserker,Perrserker,,8,Steel,,Battle Armor,Tough Claws,Steely Spirit,Ordinary,,,70,110,100,50,60,50,440,https://img.pokemondb.net/artwork/large/perrserker.jpg
864,864_0,Cursola,Cursola,,8,Ghost,,Weak Armor,,Perish Body,Ordinary,,,60,95,50,145,130,30,510,https://img.pokemondb.net/artwork/large/cursola.jpg
865,865_0,Sirfetch'd,Sirfetch'd,,8,Fighting,,Steadfast,,Scrappy,Ordinary,,,62,135,95,68,82,65,507,https://img.pokemondb.net/artwork/large/sirfetchd.jpg
866,866_0,Mr. Rime,Mr. Rime,,8,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Ordinary,,,80,85,75,110,100,70,520,https://img.pokemondb.net/artwork/large/mr-rime.jpg
867,867_0,Runerigus,Runerigus,,8,Ground,Ghost,Wandering Spirit,,,Ordinary,,,58,95,145,50,105,30,483,https://img.pokemondb.net/artwork/large/runerigus.jpg
868,868_0,Milcery,Milcery,,8,Fairy,,Sweet Veil,,Aroma Veil,Ordinary,,,45,40,40,50,61,34,270,https://img.pokemondb.net/artwork/large/milcery.jpg
869,869_0,Alcremie,Alcremie,,8,Fairy,,Sweet Veil,,Aroma Veil,Ordinary,,,65,60,75,110,121,64,495,https://img.pokemondb.net/artwork/large/alcremie.jpg
870,870_0,Falinks,Falinks,,8,Fighting,,Battle Armor,,Defiant,Ordinary,,,65,100,100,70,60,75,470,https://img.pokemondb.net/artwork/large/falinks.jpg
871,871_0,Pincurchin,Pincurchin,,8,Electric,,Lightning Rod,,Electric Surge,Ordinary,,,48,101,95,91,85,15,435,https://img.pokemondb.net/artwork/large/pincurchin.jpg
872,872_0,Snom,Snom,,8,Ice,Bug,Shield Dust,,Ice Scales,Ordinary,,,30,25,35,45,30,20,185,https://img.pokemondb.net/artwork/large/snom.jpg
873,873_0,Frosmoth,Frosmoth,,8,Ice,Bug,Shield Dust,,Ice Scales,Ordinary,,,70,65,60,125,90,65,475,https://img.pokemondb.net/artwork/large/frosmoth.jpg
874,874_0,Stonjourner,Stonjourner,,8,Rock,,Power Spot,,,Ordinary,,,100,125,135,20,20,70,470,https://img.pokemondb.net/artwork/large/stonjourner.jpg
875,875_0,Eiscue,Eiscue Ice Face,,8,Ice,,Ice Face,,,Ordinary,,,75,80,110,65,90,50,470,https://img.pokemondb.net/artwork/large/eiscue-ice-face.jpg
875,875_1,Eiscue,Eiscue Noice Face,,8,Ice,,Ice Face,,,Ordinary,,,75,80,70,65,50,130,470,https://img.pokemondb.net/artwork/large/eiscue-noice-face.jpg
876,876_0,Indeedee,Indeedee Male,,8,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Ordinary,,,60,65,55,105,95,95,475,https://img.pokemondb.net/artwork/large/indeedee-male.jpg
876,876_1,Indeedee,Indeedee Female,,8,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Ordinary,,,70,55,65,95,105,85,475,https://img.pokemondb.net/artwork/large/indeedee-female.jpg
877,877_0,Morpeko,Morpeko Full Berry Mode,,8,Electric,Dark,Hunger Switch,,,Ordinary,,,58,95,58,70,58,97,436,https://img.pokemondb.net/artwork/large/morpeko-full-berry-mode.jpg
877,877_1,Morpeko,Morpeko Hangry Mode,,8,Electric,Dark,Hunger Switch,,,Ordinary,,,58,95,58,70,58,97,436,https://img.pokemondb.net/artwork/large/morpeko-hangry-mode.jpg
878,878_0,Cufant,Cufant,,8,Steel,,Sheer Force,,Heavy Metal,Ordinary,,,72,80,49,40,49,40,330,https://img.pokemondb.net/artwork/large/cufant.jpg
879,879_0,Copperajah,Copperajah,,8,Steel,,Sheer Force,,Heavy Metal,Ordinary,,,122,130,69,80,69,30,500,https://img.pokemondb.net/artwork/large/copperajah.jpg
880,880_0,Dracozolt,Dracozolt,,8,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Ordinary,,,90,100,90,80,70,75,505,https://img.pokemondb.net/artwork/large/dracozolt.jpg
881,881_0,Arctozolt,Arctozolt,,8,Electric,Ice,Volt Absorb,Static,Slush Rush,Ordinary,,,90,100,90,90,80,55,505,https://img.pokemondb.net/artwork/large/arctozolt.jpg
882,882_0,Dracovish,Dracovish,,8,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Ordinary,,,90,90,100,70,80,75,505,https://img.pokemondb.net/artwork/large/dracovish.jpg
883,883_0,Arctovish,Arctovish,,8,Water,Ice,Water Absorb,Ice Body,Slush Rush,Ordinary,,,90,90,100,80,90,55,505,https://img.pokemondb.net/artwork/large/arctovish.jpg
884,884_0,Duraludon,Duraludon,,8,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,Ordinary,,,70,95,115,120,50,85,535,https://img.pokemondb.net/artwork/large/duraludon.jpg
885,885_0,Dreepy,Dreepy,,8,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Ordinary,,,28,60,30,40,30,82,270,https://img.pokemondb.net/artwork/large/dreepy.jpg
886,886_0,Drakloak,Drakloak,,8,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Ordinary,,,68,80,50,60,50,102,410,https://img.pokemondb.net/artwork/large/drakloak.jpg
887,887_0,Dragapult,Dragapult,,8,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Ordinary,,,88,120,75,100,75,142,600,https://img.pokemondb.net/artwork/large/dragapult.jpg
888,888_0,Zacian,Zacian Hero of Many Battles,Zacian,8,Fairy,,Intrepid Sword,,,Legendary,,,92,120,115,80,115,138,660,https://img.pokemondb.net/artwork/large/zacian-hero-of-many-battles.jpg
888,888_1,Zacian,Zacian Crowned Sword,Zacian-CS,8,Fairy,Steel,Intrepid Sword,,,Legendary,,,92,150,115,80,115,148,700,https://img.pokemondb.net/artwork/large/zacian.jpg
889,889_0,Zamazenta,Zamazenta Hero of Many Battles,Zamazenta,8,Fighting,,Dauntless Shield,,,Legendary,,,92,120,115,80,115,138,660,https://img.pokemondb.net/artwork/large/zamazenta-hero-of-many-battles.jpg
889,889_1,Zamazenta,Zamazenta Crowned Shield,Zamazenta-CS,8,Fighting,Steel,Dauntless Shield,,,Legendary,,,92,120,140,80,140,128,700,https://img.pokemondb.net/artwork/large/zamazenta.jpg
890,890_0,Eternatus,Eternatus,,8,Poison,Dragon,Pressure,,,Legendary,,,140,85,95,145,95,130,690,https://img.pokemondb.net/artwork/large/eternatus.jpg
890,890_1,Eternatus,Eternamax Eternatus,,8,Poison,Dragon,Pressure,,,Legendary,,,255,115,250,125,250,130,1125,https://img.pokemondb.net/artwork/large/eternamax-eternatus.jpg
891,891_0,Kubfu,Kubfu,,8,Fighting,,Inner Focus,,No Guard,Legendary,,,60,90,60,53,50,72,385,https://img.pokemondb.net/artwork/large/kubfu.jpg
892,892_0,Urshifu,Urshifu Single Strike Style,Urshifu-D,8,Fighting,Dark,Unseen Fist,,,Legendary,,,100,130,100,63,60,97,550,https://img.pokemondb.net/artwork/large/urshifu-single-strike-style.jpg
892,892_1,Urshifu,Urshifu Rapid Strike Style,Urshifu-W,8,Fighting,Water,Unseen Fist,,,Legendary,,,100,130,100,63,60,97,550,https://img.pokemondb.net/artwork/large/urshifu-rapid-strike-style.jpg
893,893_0,Zarude,Zarude,,8,Dark,Grass,Leaf Guard,,,Mythical,,,105,120,105,70,95,105,600,https://img.pokemondb.net/artwork/large/zarude.jpg
894,894_0,Regieleki,Regieleki,,8,Electric,,Transistor,,,Legendary,,,80,100,50,100,50,200,580,https://img.pokemondb.net/artwork/large/regieleki.jpg
895,895_0,Regidrago,Regidrago,,8,Dragon,,Dragon's Maw,,,Legendary,,,200,100,50,100,50,80,580,https://img.pokemondb.net/artwork/large/regidrago.jpg
896,896_0,Glastrier,Glastrier,,8,Ice,,Chilling Neigh,,,Legendary,,,100,145,130,65,110,30,580,https://img.pokemondb.net/artwork/large/glastrier.jpg
897,897_0,Spectrier,Spectrier,,8,Ghost,,Grim Neigh,,,Legendary,,,100,65,60,145,80,130,580,https://img.pokemondb.net/artwork/large/spectrier.jpg
898,898_0,Calyrex,Calyrex,,8,Psychic,Grass,Unnerve,,,Legendary,,,100,80,80,80,80,80,500,https://img.pokemondb.net/artwork/large/calyrex.jpg
898,898_1,Calyrex,Calyrex Ice Rider,Calyrex-I,8,Psychic,Ice,As One,,,Legendary,,,100,165,150,85,130,50,680,https://img.pokemondb.net/artwork/large/calyrex-ice-rider.jpg
898,898_2,Calyrex,Calyrex Shadow Rider,Calyrex-S,8,Psychic,Ghost,As One,,,Legendary,,,100,85,80,165,100,150,680,https://img.pokemondb.net/artwork/large/calyrex-shadow-rider.jpg
899,899_0,Wyrdeer,Wyrdeer,,8,Normal,Psychic,Intimidate,Frisk,Sap Sipper,Ordinary,,,103,105,72,105,75,65,525,https://img.pokemondb.net/artwork/large/wyrdeer.jpg
900,900_0,Kleavor,Kleavor,,8,Bug,Rock,Swarm,Sheer Force,Sharpness,Ordinary,,,70,130,95,45,75,85,500,https://img.pokemondb.net/artwork/large/kleavor.jpg
901,901_0,Ursaluna,Ursaluna,,8,Ground,Normal,Guts,Bulletproof,Unnerve,Ordinary,,,130,140,105,45,80,50,550,https://img.pokemondb.net/artwork/large/ursaluna.jpg
902,902_0,Basculegion,Basculegion Male,Basculegion-M,8,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Ordinary,,,120,112,65,80,75,78,530,https://img.pokemondb.net/artwork/large/basculegion-male.jpg
902,902_1,Basculegion,Basculegion Female,Basculegion-F,8,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Ordinary,,,120,92,65,100,75,78,530,https://img.pokemondb.net/artwork/large/basculegion-female.jpg
903,903_0,Sneasler,Sneasler,,8,Fighting,Poison,Pressure,Unburden,Poison Touch,Ordinary,,,80,130,60,40,80,120,510,https://img.pokemondb.net/artwork/large/sneasler.jpg
904,904_0,Overqwil,Overqwil,,8,Dark,Poison,Poison Point,Swift Swim,Intimidate,Ordinary,,,85,115,95,65,65,85,510,https://img.pokemondb.net/artwork/large/overqwil.jpg
